LON,LAT,EDO,CLAVE,ESTACION,ago-23
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",128.7
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",50.75
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",204.61
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",165.51
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",103.03
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",193.1
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",115.5
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",190.92
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",239.5
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",245.03
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",113.22
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",173.02
-101.259167,19.629722,MICH,COIMC,"Coíntzio, Mich.",165.3
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",162.74
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",163.6
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",22.6
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",200
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",37.32
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",191.9
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",296.2
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",204.3
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",2
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",108.04
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",97.96
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",145.75
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",105.3
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",171.61
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",116.5
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",166.55
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",113.53
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",170.51
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",139
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",94.52
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",152.94
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",126.6
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",139
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",166
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",116
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",105.5
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",159.3
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",133.94
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",234.5
-101.45,19.55,MICH,VJIMC,"Villa Jiménez, Mich.",112.53
-102.242222,20.339444,MICH,YURMC,"Yurécuaro, Mich.",167.5
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",183.33
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",109.51
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",66.6
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",98.6
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",242
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",162.1
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",275.96
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",160.5
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",65.04
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",154.89
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",126.74
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",124.82
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",85.5
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",238.51
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",229.08
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",117.09
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",123.81
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",149.7
-99.4,18.7,MOR,MIAMR,"Miacatlán, Mor.",92
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",122.62
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",81.91
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",158.2
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",197.2
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",199.5
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",145.83
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",137.21
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",127.5
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",166.5
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",96.7
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",218.02
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",97.1
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",157.5
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",141.11
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",234.48
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",187.21
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",277.57
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",176.7
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",42.83
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",257.2
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",91.6
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",185.06
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",186.71
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",159.7
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",122.15
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",128
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",265.85
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",258.3
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",206.5
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",187.8
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",343.07
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",195.7
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",432.35
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",356.8
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",340.13
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",355.03
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",248.33
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",3.2
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",29.8
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",26.4
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",9.7
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",23.62
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",5.02
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",58.22
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",16.82
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",11.1
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",2.02
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",73
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",28.9
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",17.2
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",16
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",6.3
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",33.01
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",17.19
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",13.7
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",2.5
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",45.03
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",181.13
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",152.41
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",179.3
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",36.42
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",150.07
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",556.9
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",26.64
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",109.33
-97.799444,16.780278,OAX,COSOX,"Cosoltepec, Oax.",102.4
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",204.84
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",316.81
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",558.01
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",34.63
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",238.93
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",215.81
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",180.91
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",140.208
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",486.2
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",30.2
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",60.41
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",778.5
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",176.54
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",73.92
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",145.64
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",105.54
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",226.36
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",81.54
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Ángel, Oax.",135.6
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",25.1
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",89.6
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",201.7
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",52
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",1223.5
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",163.9
-97.881389,17.228889,OAX,SMNOX,"San Martín Itunyoso, Oax.",254.41
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",80.83
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",713.81
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",134.6
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",323.2
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",150.52
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",36.27
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",200.43
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",147.51
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",1169.1
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",957.61
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",313.23
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",253.1
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",157.04
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",131.01
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",25.8
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",38
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",139
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",115.4
-98.135833,18.9425,PUE,AFRPB,"Áfricam, Pue.",123.5
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",242.5
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",215.6
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",216.8
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",201.5
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",414.9
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",121.521
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",86.51
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",81.5
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",223.51
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",234.5
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",263.5
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",123.1
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",211.52
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",207
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",672.06
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",258.51
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",205.441
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",117.5
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",355.41
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",225
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",30.541
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",159.511
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",91.03
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",485.37
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",331.7
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",43.08
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",148.4
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",102.51
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",132.9
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",309.7
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",360.5
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",385.6
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",210.052
-97.208333,20.131389,PUE,SJAPB,"San José Acateno, Pue.",67.34
-98.4175,19.284167,PUE,SMTPB,"San Martín Texmelucan, Pue.",121.101
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",438.22
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",121.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",398.3
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",529.01
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",44.8
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",91.3
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",185
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",141.92
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",473.4
-97.430556,18.468889,PUE,TETPB,"Teotipilco, Pue.",99.6
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",106.81
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",242.6
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",761
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",48.63
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",670.31
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",424.91
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",139.2
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",481.2
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",155.63
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",502.031
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",135.61
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",108.011
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",116.9
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",102.9
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",149.51
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",169.31
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",116.1
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",6.5
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",121.6
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",174.22
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",25.181
-100,20.3625,QRO,SJSQT,"San José, Qro.",79.3
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",168.71
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",144.78
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",88.14
-88.300833,18.518889,QROO,CHTQR,"Chetumal Tecnológico, Q. Roo.",105
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",148.65
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",327.5
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",84
-88.459444,18.572222,QROO,INIQR,"Instituto Nacional de Innovación Agraria, Q. Roo.",88.9
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",162.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",142.5
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",117
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",31.01
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",133.01
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",118.51
-108.7,25.7,SIN,ARCSI,"Adolfo Ruíz Cortínes, Sin.",211.52
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",124.31
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",258.5
-108.333333,26.733333,SIN,CHOSI,"Choix Pueblo, Sin.",123.62
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",125.23
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",199.71
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",99.61
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",143.03
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",156.81
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",218.81
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",128.22
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",198.01
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",198.01
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",143.03
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",87.41
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",258.23
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",275
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",258.53
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",56.53
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",57.03
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",324.01
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",98
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",94.5
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",115.93
-108.583333,26.5,SIN,MHGSI,"Miguel Hidalgo, Sin.",162.71
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",134.54
-107.188056,24.251111,SIN,OBISPO,"Obispo, Sin. SMN*",98.4
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",139.93
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",191.72
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",66.54
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",67.2
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",146
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",93.5
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",98.25
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",178.5
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",179.62
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",84.7
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",228
