LON,LAT,EDO,CLAVE,ESTACION,jul_23
-102.309722,21.895,AGS,AGSAG,"Aguascalientes, Ags.",119.83
-102.184167,21.738611,AGS,BRTAG,"San Bartolo, Ags.",148
-102.712222,21.849167,AGS,CALVILLO,"Calvillo, Ags. SMN*",98.36
-102.676944,21.9975,AGS,CDRAG,"La Codorniz, Ags.",57.4
-101.992222,21.897778,AGS,CNSAG,"Los Conos, Ags.",34.14
-102.296667,22.362778,AGS,CSOAG,"Cosío, Ags.",43.93
-102.356944,22.121667,AGS,JCQAG,"Jocoque, Ags.",35.01
-102.788333,21.8075,AGS,MNLAG,"Media Luna, Ags.",124.31
-102.371667,21.78,AGS,NGRAG,"El Niágara, Ags.",114.4
-102.290556,21.850833,AGS,OBSAG,"Observatorio de Aguascalientes, Ags.",97.44
-102.465,22.189167,AGS,P50ANIV,"Presa Cincuenta Aniversario, Ags. SMN*",74.4
-102.279167,22.147222,AGS,PBLAG,"Pabellón, Ags.",10.41
-102.417222,22.141111,AGS,PECAG,"Plutarco Elías Calles, Ags.",21.92
-102.135,22.202778,AGS,PTOAG,"Puerto de la Concepción, Ags.",50.36
-102.4375,22.235,AGS,PTRAG,"Derivadora Pabellón, Ags.",121.53
-116.204167,32.271944,BC,AGHBN,"Agua Hechicera, B.C.",3
-116.908333,32.444722,BC,ALRBN,"Abelardo L. Rodríguez, B.C.",0
-114.719167,29.727222,BC,CATAVINA,"Catavińa, B.C. SMN*",0.5
-115.921667,32.042222,BC,CONST1857,"Constitución de 1857, B.C. SMN*",4.4
-116.696944,32.479444,BC,CRRBN,"El Carrizo, B.C.",0
-116.828333,32.468056,BC,EFLBN,"El Florido, B.C.",0
-116.6025,31.890278,BC,ELZBN,"Emilio López Zamora, B.C.",0.3
-115.931389,30.517222,BC,ENBBN,"San Quintín, B.C.",0
-115.15,32.411111,BC,ENLBN,"Observatorio de Ejido Nuevo León, B.C.",0
-116.302778,32.516389,BC,HNGBN,"El Hongo, B.C.",22.9
-114.728056,32.705,BC,JMRBN,"Interconexión José María Morelos y Pavón, B.C.",0
-115.27,32.39,BC,MXCBN,"Mexicali, B.C.",8.52
-116.908333,32.4475,BC,PABELARLRDGZ2,"Abelardo L. Rodríguez. 2, B.C. SMN*",0
-114.729444,32.703889,BC,PDMBN,"Presa derivadora Morelos, B.C.",1.8
-117.071389,32.3775,BC,PLAYAROSARITO,"Playa Rosarito, B.C. SMN*",0.4
-116.603333,31.891667,BC,PLOPEZZAMORA,"Presa Emilio López Zamora, B.C. SMN*",0
-116.205556,32.272222,BC,RUMOROSA,"La Rumorosa, B.C. SMN*",2.54
-114.85,31.033333,BC,SFLBN,"Observatorio de San Felipe, B.C.",0
-115.9375,30.531111,BC,SQNBN,"San Quintín, B.C. SMN*",0
-116.661667,32.568611,BC,TECATE,"Tecate, B.C. SMN*",1.2
-111.663611,25.009722,BCS,CCNBS,"Observatorio de Ciudad Constitución, B.C.S.",0.01
-109.424444,23.445278,BCS,CPULMO,"Cabo Pulmo, B.C.S. SMN*",0.9
-109.925833,22.8975,BCS,CSLBS,"Cabo San Lucas, B.C.S.",26.51
-113.457778,27.643611,BCS,DORBS,"Díaz Ordaz, B.C.S.",0.01
-114.051944,27.963056,BCS,GNGBS,"Guerrero Negro, B.C.S.",1.71
-110.372222,24.098611,BCS,LAPAZmar,"La Paz, B.C.S. SEMAR*",40.132
-109.697222,23.680556,BCS,LBABS,"Los Barriles, B.C.S.",0.01
-110.366667,24.15,BCS,LPZBS,"Observatorio de La Paz, B.C.S.",0.61
-111.349167,26.011667,BCS,LRTBS,"Observatorio de Loreto, B.C.S.",3.62
-111.983056,26.896111,BCS,MLGBS,"Mulegé, B.C.S.",1.52
-111.829444,24.481111,BCS,PCORTESmar,"Puerto Cortés, B.C.S. SEMAR*",0
-109.934167,23.9675,BCS,PLNBS,"Los Planes, B.C.S.",0
-109.591389,23.593056,BCS,RBRBS,"La Ribera, B.C.S.",6.62
-110.059167,23.805,BCS,SANBS,"San Antonio, B.C.S.",29.13
-112.478611,26.2575,BCS,SANJUANICO,"San Juanico, B.C.S. SMN*",0
-109.995,24.083889,BCS,SARBS,"El Sargento, B.C.S.",0
-109.843889,23.738333,BCS,SBABS,"San Bartolo, B.C.S.",1.02
-109.708333,23.118889,BCS,SJCBS,"San José del Cabo, B.C.S.",21
-109.924444,22.888333,BCS,SLUBS,"Cabo San Lucas, B.C.S. SMN*",10.2
-109.713611,23.490278,BCS,SNTBS,"Santiago, B.C.S.",27.81
-112.272778,27.337778,BCS,SRLBS,"Observatorio de Santa Rosalía, B.C.S.",0
-110.210556,23.478889,BCS,TSNBS,"Todos Santos, B.C.S.",28.81
-89.743889,20.003889,CAMP,BOLCA,"Bolonchén, Camp.",94.61
-90.575556,19.295,CAMP,CANCA,"Canasayab, Camp.",301.4
-91.761389,18.654167,CAMP,CARCA,"El Carmen, Camp.",105.4
-91.962778,20.203889,CAMP,CAYOARCASmar,"Cayo Arcas, Camp. SEMAR*",21.844
-90.72,19.361667,CAMP,CHMCA,"Champotón, Camp.",195.5
-90.544167,19.838333,CAMP,CMPCA,"Campeche, Camp.",192.8
-91.046111,18.183056,CAMP,CNDCA,"Candelaria, Camp.",291.04
-90.507222,19.838611,CAMP,COBCA,"Observatorio de Campeche, Camp.",248.7
-90.741111,18.604444,CAMP,ESCCA,"Escárcega, Camp.",166.01
-90.105556,20.184167,CAMP,HECCA,"Hecelchakán, Camp.",153
-89.848333,19.751944,CAMP,HPOCA,"Hopelchen, Camp.",93.2
-90.820833,18.056944,CAMP,MONCLOVACAMP,"Monclova, Camp. SMN*",76.6
-90.221389,19.605833,CAMP,NYXCA,"Noh-Yaxché, Camp.",150
-92.086944,18.253056,CAMP,PLZCA,"Palizada, Camp.",185.5
-91.175833,18.972778,CAMP,SBNCA,"Sabancuy, Camp.",194.6
-89.860278,19.664444,CAMP,XCPCA,"Xcupil, Camp.",58.03
-89.396111,18.502222,CAMP,XPJCA,"Xpujil, Camp.",117.5
-99.099722,19.379167,DF,ACULCO,"Planta de Bombeo Aculco, Cd. de Méx. SACMEX*",57.24
-99.188889,19.214722,DF,AJUSCO,"Ajusco, Cd. de Méx. UNAM*",211.57
-99.210278,19.218611,DF,AJUSCODF,"Ajusco, Cd. de Méx. SACMEX*",202.68
-99.174167,19.240833,DF,AMC,"Academia Mexicana de Ciencias, Cd. de Méx. UNAM*",124.47
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de Méx. UNAM*",116.4
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de Méx. UNAM*",103.465
-99.195,19.292222,DF,BTLALPAN,"Rebombeo Bosque de Tlalpan, Cd. de Méx. SACMEX*",26.25
-98.998056,19.356111,DF,CARCELMUJERES,"Cárcel de Mujeres, Cd. de Méx. SACMEX*",73.65
-99.059722,19.383889,DF,CCHOTE,"CCH Oriente, Cd. de Méx. UNAM*",82.75
-99.140833,19.483333,DF,CCHVALLEJO,"CCH Vallejo, Cd. de Méx. UNAM*",99.86
-99.082222,19.408611,DF,CDEPORTIVA,"Ciudad Deportiva, Cd. de Méx. SACMEX*",13.5
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",172.04
-99.077222,19.336944,DF,CESTRELLA,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx. SACMEX*",80.01
-99.171667,19.1375,DF,CFORESTAL,"Caseta Forestal, Cd. de Méx. SACMEX*",57.92
-99.047222,19.442222,DF,CHAPLAGO,"Planta de Bombeo Churubusco Lago, Cd. de Méx. SACMEX*",93.9
-99.136667,19.470556,DF,CIENMETROS,"Avenida Cien Metros, Cd. de Méx. SACMEX*",76.45
-99.182778,19.486944,DF,CMECOAYA,"Campamento Mecoaya, Cd. de Méx. SACMEX*",174.98
-99.09,19.484722,DF,COYOLDF,"Coyol, Cd. de Méx. SACMEX*",85.76
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",136.41
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de Méx. UNAM*",216.34
-99.105,19.323333,DF,CULHUACAN,"Culhuacán, Cd. de Méx. UNAM*",121.451
-99.205,19.3,DF,DATDF,"Desviación Alta, Cd. de Méx.",46.5
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de Méx. SACMEX*",243.06
-99.162778,19.378333,DF,DELVALLE,"Del Valle, Cd. de Méx. SACMEX*",1.5
-99.151944,19.300278,DF,EAZTECA,"Estadio Azteca, Cd. de Méx. SACMEX*",168.91
-99.271111,19.373889,DF,ELCARTERO,"Tanque el Cartero, Cd. de Méx. SACMEX*",163.29
-99.066667,19.377778,DF,ELMORALDF,"Lumbrera Cuatro Ríos El Moral, Cd. de Méx. SACMEX*",87.65
-99.286667,19.363611,DF,ELYAQUI,"El Yaqui, Cd. de Méx. SACMEX*",259.59
-99.066667,19.377778,DF,EMRDF,"El Moral SACM, Cd. de Méx.",100.35
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de Méx.",105.8
-99.1325,19.431389,DF,GDF,"Gobierno de la Ciudad de México, Cd. de Méx. SACMEX*",94.75
-99.098889,19.458611,DF,GEN101,"Planta Generadora 101, Cd. de Méx. SACMEX*",88.12
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de Méx. UNAM*",86.44
-99.020556,19.345,DF,LAQUEBRADORA,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de Méx. SACMEX*",112.29
-99.120833,19.489722,DF,LINDAVISTA,"Planta de Bombeo Lindavista, Cd. de Méx. SACMEX*",63.8
-99.069167,19.420833,DF,LOPEZMATEOS,"Planta de Bombeo López Mateos, Cd. de Méx. SACMEX*",71.34
-99.133889,19.403333,DF,MCARRILLO,Marcos Carrillo Cd. de Méx. SACMEX*,101.07
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de Méx. UNAM*",105.064
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de Méx. UNAM*",67.51
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de Méx. UNAM*",108.24
-99.1275,19.365556,DF,MLIBRE,"Planta de Bombeo Municipio Libre, Cd. de Méx. SACMEX*",95.19
-99.093889,19.246944,DF,NATIVITAS,"Planta Nativitas, Cd. de Méx. SACMEX*",101.08
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de Méx. UNAM*",85.32
-99.165278,19.469167,DF,NSMARIA,"Planta de Bombeo Nueva Santa María, Cd. de Méx. SACMEX*",123.71
-99.098611,19.318333,DF,OFICINAGAVM,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx. SACMEX*",93.92
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de Méx. UNAM*",197
-99.193611,19.234444,DF,PAMEZONTEPEC,"Planta Abasolo Mezontepec, Cd. de Méx. SACMEX*",169.64
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de Méx. SACMEX*",154.42
-99.134722,19.307222,DF,PREPA5,"Prepa 5, Cd. de Méx. UNAM*",112.69
-99.167778,19.399167,DF,RADIOCOMDF,"Radiocomunicación, Cd. de Méx. SACMEX*",107.87
-99.264444,19.288611,DF,RIOMAGDALENA,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx. SACMEX*",155.46
-99.190833,19.51,DF,ROSARIODF,"Planta de Tratamiento Rosario, Cd. de Méx. SACMEX*",212.84
-99.155278,19.515,DF,RREMEDIOS,"Río de los Remedios, Cd. de Méx. SACMEX*",93.36
-99.239167,19.311667,DF,SANFRANCISCODF,"San Francisco, Cd. de Méx. SACMEX*",216.41
-99.028889,19.259722,DF,SANLUISDF,"Planta San Luis, Cd. de Méx. SACMEX*",121.67
-98.970833,19.142222,DF,SANTAANADF,"Santa Ana, Cd. de Méx. SACMEX*",114.28
-99.265278,19.362222,DF,SANTAFEDF,"Santa Fe Santa Lucía, Cd. de Méx. SACMEX*",192.28
-99.026111,19.301667,DF,SCATARINADF,"Planta de Tratamiento Santa Catarina, Cd. de Méx. SACMEX*",87.87
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de Méx. SACMEX*",149.61
-99.066667,19.466667,DF,SJADF,"San Juan de Aragón, Cd. de Méx.",100.86
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMEX*",78.8
-99.09,19.190556,DF,SSCUAUTENCO,"San Salvador Cuauhtenco, Cd. de Méx. SACMEX*",149.65
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de Méx. UNAM*",207.94
-99.2125,19.360833,DF,TARANGO,"Tarango, Cd. de Méx. SACMEX*",258.02
-99.141389,19.344444,DF,TAXQUENA,"Taxqueńa, Cd. de Méx. UNAM*",147.809
-99.145278,19.555833,DF,TCHALMITA,"Tanque Chalmita, Cd. de Méx. SACMEX*",99.59
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",75.93
-99.170556,19.439444,DF,TIZOC,"Planta de Bombeo Tizoc, Cd. de Méx. SACMEX*",134.86
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tláhuac, Cd. de Méx. SACMEX*",100.83
-99.220833,19.337778,DF,TLIENZO,"Tanque Lienzo, Cd. de Méx. SACMEX*",242.57
-99.135833,19.199444,DF,TOPILEJODF,"Topilejo, Cd. de Méx. SACMEX*",109.48
-99.082222,19.441111,DF,TPENON,"Tanque Peńón, Cd. de Méx. SACMEX*",87.31
-99.218056,19.397222,DF,TRIANGULO,"Triángulo, Cd. de Méx. SACMEX*",137.58
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de Méx. SACMEX*",128.79
-99.126389,19.286667,DF,VILLACOAPA,"Planta de Bombeo Villa Coapa, Cd. de Méx. SACMEX*",111.24
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de Méx. UNAM*",95.02
-99.144444,19.332778,DF,XOTEPINGO,"Planta de Bombeo Xotepingo, Cd. de Méx. SACMEX*",97.28
-107.482778,28.481667,CHIH,AGZCH,"Abraham González, Chih.",30
-107.9,27.9,CHIH,BTVCH,"Batovira, Chih.",73.72
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",19
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad Cuauhtémoc, Chih. SMN*",27.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",10.9
-108.535556,27.392222,CHIH,CHICH,"Chínipas, Chih. SMN*",97.03
-106.770556,26.229444,CHIH,CHNCH,"Chinatú, Chih. SMN*",155.66
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Juárez, Chih.",5.01
-105.381667,27.410278,CHIH,CL2CH,"Colina hidrométrica, Chih.",17.11
-108.541667,27.416667,CHIH,CNDCH,"Chínipas, Chih.",159.03
-105.382222,27.576389,CHIH,COLINA,"Colina, Chih. SGT*",0.5
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",48.33
-105.5,28.17,CHIH,DELICIAS,"Ciudad Delicias, Chih. SMN*",0
-105.628889,28.166111,CHIH,FIMCH,"Francisco I. Madero, Chih.",18.02
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",69.4
-105.277778,28.994722,CHIH,HGRANERO,"El Granero hidrométrica, Chih. SGT*",2
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",114.52
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",11.4
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",15.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",9
-105.28,28.984444,CHIH,LLNCH,"Ing. Luis L. León, Chih.",39.61
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",39.62
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",18.8
-104.43,29.583333,CHIH,OJINAGAC,"Ojinaga Río Conchos, Chih. CILA*",6
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",0.01
-105.254167,26.546389,CHIH,PAGCH,"Pico del Águila, Chih.",0.03
-104.74,29.5,CHIH,PEGUIS,"Peguis, Chih. SGT*",7.75
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",29.22
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",23.1
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",8.01
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",23.54
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",135.32
-92.955278,16.655278,CHIS,ACALACFE,"Acala, Chis. CFE*",186.91
-92.034722,16.737778,CHIS,ALTAMIRANO,"Altamirano, Chis. SGT*",214.6
-92.777778,16.400833,CHIS,ANGOSTURACFE,"Angostura, Chis. CFE*",201.5
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",224.7
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",210.5
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",261.1
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",119.2
-93.169722,16.615,CHIS,BOQUERONCFE,"Boquerón, Chis. CFE*",123.6
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",492.58
-92.4875,16.308333,CHIS,CASCAJAL,"Cascajal, Chis. SGT*",146.2
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",164.08
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",187.2
-91.949722,17.85,CHIS,CATAZAJA,"Catazajá, Chis. SGT*",112.5
-93.100833,16.941389,CHIS,CHICOASENCFE,"Chicoasén, Chis. CFE*",168.41
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",233.9
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",263.3
-93.466944,16.441389,CHIS,COBREGONCFE,"Cristóbal Obregón, Chis. CFE*",3
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",205.1
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",151.28
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",175.4
-91.229167,17.289722,CHIS,CUSUMACINTA,"Cańón Usumacinta, Tab. SMN*",0.2
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",345
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",384.9
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",187.5
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",166
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",73.6
-93.123611,16.971111,CHIS,ELGRIJALVACFE,"El Grijalva, Chis. CFE*",151.9
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",128.67
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",407.3
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",520
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",357.8
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla, Chis. SMN*",68.55
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",166
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",375
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",371.5
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",509
-92.362778,15.184444,CHIS,FSCCP,"Finca San Cristóbal, Chis.",267.4
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",304.9
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",466.4
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",261.9
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",350.4
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",394.6
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",311.91
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",177.6
-90.901667,16.149444,CHIS,LACANTUN,"Lacantún, Chis. SGT*",4.4
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",21.9
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",269.9
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",290.4
-91.73,16.114444,CHIS,LMONTEBELLO,"Lagunas de Montebello, Chis. SMN*",505.2
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",201.96
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",481.2
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",218.8
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",242.6
-93.159722,17.225,CHIS,OCOTEPECCFE,"Ocotepec, Chis. CFE*",278.6
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",224.2
-93.474444,17.463611,CHIS,PENITAS,"Peńitas, Chis. SGT*",149.9
-93.457778,17.445,CHIS,PENITASCFE,"Peńitas, Chis. CFE*",334.5
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",245.13
-92.794167,15.714444,CHIS,PRUSIA,"Prusia SGT, Chis.",808.8
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",123.4
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",151.2
-92.661667,15.919722,CHIS,REFORMACFE,"Reforma, Chis. CFE*",384.01
-93.078889,16.160278,CHIS,REVMEXICANACFE,"Revolución Mexicana, Chis. CFE*",139.7
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",352
-92.239167,15.776667,CHIS,SANMIGUELCFE,"San Miguel, Chis. CFE*",272.1
-93.331944,17.402222,CHIS,SAYULACFE,"Sayula, Chis. CFE*",589.21
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",101.9
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",123.1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",95.2
-93.056389,16.4525,CHIS,SDOMINGOCFE,"Santo Domingo, Chis. CFE*",288.8
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",359.4
-92.321944,15.558056,CHIS,SILTEPEC,"Siltepec, Chis. SGT*",281
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",313.4
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",201.1
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",66.8
-93.825278,16.924722,CHIS,STAMARIACFE,"Santa María, Chis. CFE*",165
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",244.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cańón del Sumidero, Chis. CFE*",153.5
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",176.3
-92.426389,17.300278,CHIS,TILA,"Tila, Chis. SGT*",22
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",245.2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",312.9
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",263.6
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",232.3
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",253.2
-93.068056,16.716944,CHIS,TXZCP,"Tuxtla Gutiérrez Zoomat, Chis.",200.79
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",192.4
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",224.1
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",152.01
-93.328333,17.120833,CHIS,YAMONHOCFE,"Yamonhó, Chis. CFE*",114.21
