LON,LAT,EDO,CLAVE,ESTACION,jun-23
-109.89,27.82,SON,AOBSO,"Ãlvaro Obregón, Son.",0
-109.11,27.23,SON,ARCSO,"Adolfo Ruíz Cortines, Son.",0
-109.09,30.07,SON,ARISO,"Aribabi, Son.",30.02
-110.92,29.08,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0
-110.17,30.34,SON,ARZSO,"Arizpe, Son.",5
-110.24,30.6,SON,BCNSO,"Bacanuchi, Son.",0
-108.93,30.36,SON,BCRSO,"Bacerac, Son.",10.01
-110.22,30,SON,BNMSO,"Banamichi, Son.",0
-112.44,30.77,SON,CABORCA,"Caborca SMN, Son.",0
-109.63,27.42,SON,CCRSO,"Cocoraque, Son.",0
-111.52,30.87,SON,CHTSO,"Cuauhtémoc, Son.",0
-110.74,29.47,SON,CJNSO,"El Cajón, Son.",0
-110.29,30.98,SON,CNNSO,"Cananea, Son.",4.51
-109.94,27.5,SON,COBSO,"Observatorio de Ciudad Obregón, Son.",0.01
-108.76,26.6,SON,CZNSO,"Cazanate, Son.",0.03
-109.23,29.2,SON,ECBSO,"El Cubil, Son.",70
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0
-110.92,29.07,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.93,29.07,SON,HMNSO,"Hermosillo, Son.",0
-108.96,30.21,SON,HSHSO,"Huachinera, Son.",27.01
-110.89,30.76,SON,IMRSO,"Imuris, Son.",0
-110.4,28.43,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.38,30.44,SON,LCDSO,"Lázaro Cárdenas, Son.",11.4
-110.14,29,SON,MZTSO,"Mazatán, Son.",0
-109.69,30.37,SON,NCZSO,"Observatorio de Nacozari, Son.",3.6
-110.95,31.32,SON,NGLSO,"Nogales, Son.",0
-110.91,31.3,SON,NOGALES,"Nogales SMN, Son.",0
-109.44,27.07,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.87,SON,NYNSO,"Sonoyta, Son.",0
-110.71,29.23,SON,ORGSO,"El Orégano, Son.",0
-109.08,29.43,SON,PDNSO,"Paso Nácori, Son.",32.21
-109.64,28.98,SON,PECSO,"Plutarco Elías Calles, Son.",2
-113.3,31.68,SON,PINACATE,"El Pinacate SMN, Son.",0
-110.73,29.21,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0
-113.55,31.35,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",0
-110.31,28.47,SON,PTASO,"Punta de Agua 2, Son.",0
-112.12,30.7,SON,PTQSO,"Pitiquito, Son.",0
-111.02,30.05,SON,QRBSO,"Querobabi, Son.",0
-110.57,29.71,SON,RAYSO,"Rayón, Son.",0
-108.88,27.41,SON,SBNSO,"San Bernardo, Son.",0.01
-110.24,28.71,SON,SJPSO,"San José de Pimas, Son.",0
-112.85,31.87,SON,SONOYTA,"Sonoyta SMN, Son.",0
-111.45,30.39,SON,SRSSO,"Santa Rosa 2, Son.",0
-109.5,29.53,SON,TPCSO,"Tepache, Son.",22.01
-109.21,27.66,SON,TSOSO,"Tesocoma, Son.",0
-110.29,27.64,SON,VCMSO,"Vícam, Son.",0.01
-108.93,28.37,SON,YCRSO,"Yécora, Son.",14.52
-91.48,17.43,TAB,BDCTB,"Boca del Cerro, Tab.",187.6
-93.38,18,TAB,CARTB,"Cárdenas, Tab.",132
-92.92,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",96.48
-92.81,18.04,TAB,EPOTB,"El Porvenir, Tab.",126.6
-93,17.98,TAB,GONTB,"González, Tab.",151.2
-93.07,17.97,TAB,GONZALEZ,"González SGT, Tab.",138.5
-92.6,17.77,TAB,MACTB,"Macuspana, Tab.",64.9
-93.32,17.95,TAB,MEZCALAPA,"Mezcalapa SGT, Tab.",28
-92.93,17.98,TAB,OBSTB,"Observatorio de Villahermosa, Tab.",96.48
-92.75,17.38,TAB,OXOTB,"Oxolotán, Tab.",108
-93.33,18.42,TAB,PARAISO,"Paraíso SMN, Tab.",67.75
-92.88,17.85,TAB,PNVTB,"Pueblo Nuevo, Tab.",143.2
-93.62,18.18,TAB,POBLADOC11,"Poblado C11 SGT, Tab.",159.6
-92.88,18.01,TAB,PORVENIR,"Porvenir SGT, Tab.",117.3
-92.87,17.87,TAB,PUEBLONUEVO,"Pueblo Nuevo SGT, Tab.",116.4
-92.94,17.57,TAB,PUYTB,"Puyacatengo, Tab.",142.8
-93.28,18,TAB,SAMTB,"Samaria, Tab.",190.4
-91.16,17.79,TAB,SPTTB,"San Pedro, Tab.",135.6
-92.78,17.46,TAB,TAPTB,"Tapijulapa, Tab.",172.4
-92.97,17.57,TAB,TEATB,"Teapa, Tab.",179.5
-93.97,17.93,TAB,ZANAPA,"Zanapa SGT, Tab.",0
-98.37,24.05,TAMPS,ABASOLO,"Abasolo SGT, Tamps. SGT",22.2
-98.39,24.07,TAMPS,ABSTP,"Abasolo, Tamps.",22.1
-97.93,22.39,TAMPS,BALTP,"Bombas Altamira, Tamps.",3.11
-99.22,24.1,TAMPS,BARRETALI,"Barretal Uno SGT, Tamps.",74.9
-99.21,24.1,TAMPS,BARRETALII,"Barretal Dos SGT, Tamps.",46.1
-99.12,24.08,TAMPS,BR1TP,"El Barretal 1, Tamps.",76.8
-97.88,22.24,TAMPS,BTCHAIREL,"Boca Toma Chairel SGT, Tamps.",3.7
-98.6,26.24,TAMPS,CDOTP,"S-J-2-18 Ciudad Díaz Ordaz, Tamps.",15.2
-98.8,26.25,TAMPS,CMGTP,"S-J-2-11 Camargo, Tamps.",48.3
-99.15,26.43,TAMPS,CMRTP,"Mier, Tamps.",25.4
-97.82,25.97,TAMPS,CONTP,"Control, Tamps.",35.71
-98.94,23.94,TAMPS,CORTP,"Corona, Tamps.",51.3
-99.17,23.72,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",33.5
-99.19,23.73,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",27.6
-99.08,23.38,TAMPS,ENNTP,"La Encantada, Tamps.",13.7
-98.69,22.61,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",56.81
-99.15,23.05,TAMPS,GOMEZFARIAS,"Gómez Farías SGT, Tamps.",98.9
-98.41,22.8,TAMPS,GONZALEZTP,"González SGT, Tamps.",5.2
-99.55,26.82,TAMPS,LASTORTILLASC,"Las Tortillas Río Salado CILA, Tamps.",19.2
-99.23,26.41,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",23.7
-99.12,22.85,TAMPS,LSRTP,"La Servilleta, Tamps.",17.04
-99.55,24.57,TAMPS,MAGTP,"Magueyes, Tamps.",26.5
-99.55,24.57,TAMPS,MAGUEYES,"Magueyes SGT, Tamps.",23.8
-97.52,25.83,TAMPS,MATTP,"Matamoros, Tamps.",20
-97.84,22.28,TAMPS,MDRTP,"Madero, Tamps.",0
-99.04,26.37,TAMPS,MGATP,"S-J-1-2 Miguel Alemán, Tamps.",38.1
-98.71,22.8,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",47
-99.43,24.25,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",16.81
-98.93,26.2,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",23.7
-98.63,22.49,TAMPS,NVAAPOLONIA,"Nueva Apolonia SGT, Tamps.",87.2
-98.9,24.04,TAMPS,PADILLA,"Padilla SGT, Tamps.",71.4
-98.9,24.05,TAMPS,PADTP,"Padilla, Tamps.",76.85
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",5.02
-98.75,23.73,TAMPS,PDMTP,"Paso de Molina, Tamps.",83
-98.87,24.12,TAMPS,PILON,"Pilón SGT, Tamps.",47.4
-99.02,24.21,TAMPS,PILTP,"Pilón, Tamps.",50.5
-99.56,24.25,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",71.7
-99.55,24.24,TAMPS,PPJMENDEZ,"Presa Pedro José Mendez SGT, Tamps.",5.32
-99.6,24.18,TAMPS,PTODEVALLES,"Puerto de Valles SGT, Tamps.",25.4
-99.03,22.84,TAMPS,RFRTP,"Río Frío, Tamps.",95.21
-98,25.97,TAMPS,RIBTP,"Río Bravo, Tamps.",20.3
-97.99,23.26,TAMPS,RSPTP,"República Española, Tamps.",31.4
-98.29,26.08,TAMPS,RYATP,"S-J-3-42 Reynosa, Tamps.",12.2
-99.09,23.03,TAMPS,SBNTP,"Sabinas, Tamps.",44.6
-98.87,22.78,TAMPS,SDATP,"Saca de Agua, Tamps.",5.71
-98.79,23.08,TAMPS,SGBTP,"San Gabriel, Tamps.",35.7
-98.21,23.76,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",6.4
-98.79,22.94,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",14.01
-99.27,24.02,TAMPS,STETP,"Santa Engracia, Tamps.",27.6
-97.88,22.24,TAMPS,TMPTP,"Tampico, Tamps.",3.5
-98.42,22.42,TAMPS,TMSTP,"Tamesí, Tamps.",12.01
-97.8,25.91,TAMPS,VCATP,"Villa Cárdenas, Tamps.",12.02
-98.67,23.96,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",42.6
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",12.52
-99.49,24.3,TAMPS,VILLAGRAN,"Villagrán SMN, Tamps.",38.4
-99.55,24.57,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",16.4
-98.13,19.43,TLAX,APITL,"Apizaco, Tlax.",102
-98.56,19.59,TLAX,CPPTL,"Calpulalpan, Tlax.",48.8
-97.77,19.3,TLAX,CUATL,"Cuapiaxtla, Tlax.",58.21
-97.65,19.32,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",69.02
-98.25,19.32,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",87.91
-98.2,19.56,TLAX,SJATL,"San José Atlanga, Tlax.",55
-98.24,19.22,TLAX,ZACTL,"Zacatelco, Tlax.",63.3
-97.91,19.2,TLAX,ZITTL,"Zitlaltepec, Tlax.",46.31
-96.84,19.7,VER,ACAVC,"Acatlán, Ver.",38.34
-96.58,19.5,VER,ACTOPANVER,"Actopan SGT, Ver.",129.7
-96.59,19.5,VER,ACTVC,"Actopan, Ver.",107.43
-94.14,18.14,VER,AGDVC,"Agua Dulce, Ver.",50.01
-97.68,20.93,VER,ALAVC,"Álamo Temapache, Ver.",51
-97.23,19.76,VER,ALTVC,"Altotonga, Ver.",43.03
-95.44,18.58,VER,ARCVC,"Ángel Rosario Cabada, Ver.",85.31
-97.24,19.89,VER,ARRVC,"Arroyo Colorado PC, Ver.",71.54
-96.94,19.59,VER,BANVC,"Banderillas, Ver.",71
-96.93,19.48,VER,BRIVC,"Briones, Ver.",77.93
-96.97,19.95,VER,BUVVC,"Buena Vista Protección Civil, Ver.",115
-94.25,17.95,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",45.01
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",47.01
-96.7,19.43,VER,CEGVC,"Cerro Gordo, Ver.",119.2
-96.85,18.56,VER,CHMVC,"Chicomapa, Ver.",182.2
-98.16,21.74,VER,CHYVC,"Paso de Piedras, Ver.",11.5
-97.47,20.25,VER,CIRVC,"El Ciruelo PC, Ver.",6.83
-97.55,21.07,VER,CLHVC,"Chalahuite, Ver.",53.71
-94.41,18.15,VER,COATZACOALCOmar,"Coatzacoalcos SEMAR, Ver.",76.88
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",194
-96.37,19.36,VER,CRDVC,"Cardel, Ver.",297.82
-95.3,18.14,VER,CTTVC,"Coatotolapan, Ver.",132.9
-96.67,19.36,VER,CUMVC,"La Cumbre, Ver.",59
-95.97,19.04,VER,ELSALADOmar,"El Salado SEMAR, Ver.",0
-96.36,19.41,VER,ENRVC,"El Naranjillo, Ver.",250
-96.16,19.07,VER,ETEVC,"El Tejar, Ver.",247.71
-97,18.9,VER,FORVC,"Fortín, Ver.",122.1
-95.56,18.27,VER,GARVC,"Garro, Ver.",217
-98.46,21.77,VER,HGOVC,"El Higo, Ver.",0
-98.29,21.19,VER,HLSVC,"Los Hules, Ver.",17
-96.95,19.18,VER,HTSVC,"Huatusco, Ver.",107.4
-96.55,19.4,VER,IDOVC,"Ãdolos, Ver.",149.71
-97.22,21.47,VER,ISLALOBOSmar,"Isla Lobos SEMAR, Ver.",21.4
-95.03,17.43,VER,JCRVC,"Jesús Carranza, Ver.",42
-94.09,17.87,VER,JDCVC,"San José del Carmen, Ver.",89.9
-97.02,19.6,VER,JOYVC,"La Joya, Ver.",69.92
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",109
-94.33,18.11,VER,LCAVC,"La Cangrejera, Ver.",74
-95.12,18.42,VER,LDCVC,"Canseco, Ver.",137.2
-97.23,18.92,VER,LGRVC,"Loma Grande, Ver.",41
-96.41,19.26,VER,LOFVC,"Loma Fina, Ver.",268
-94.92,17.42,VER,LPEVC,"Las Perlas, Ver.",71.02
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",14.5
-97.05,20.07,VER,MDTVC,"Martínez de la Torre, Ver.",23.9
-96.33,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",72.54
-98.05,20.83,VER,MILVC,"Milcahual, Ver.",1
-94.77,18.14,VER,MNZVC,"Minzapan, Ver.",162.83
-97.1,20.42,VER,MRRVC,"El Morro PC, Ver.",27.5
-96.87,19.65,VER,NAOVC,"Naolinco, Ver.",50.41
-98.51,21.84,VER,OLVVC,"El Olivo, Ver.",48.4
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",226.77
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",77.8
-96.92,19.48,VER,PAVVC,"Pacho Viejo, Ver.",76.83
-94.38,18.1,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",98.01
-94.19,17.87,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",5.02
-97.27,19.55,VER,PEROTESMN,"Perote SMN, Ver.",12.19
-96.98,19.59,VER,PILVC,"Piletas, Ver.",64.6
-98.18,22.06,VER,PNCVC,"Pánuco, Ver.",17.7
-97.48,20.54,VER,POZARICA,"Poza Rica SGT, Ver.",39.1
-97.32,20.45,VER,PPNVC,"Papantla, Ver.",23.8
-97.48,20.54,VER,PRCVC,"Poza Rica, Ver.",42
-98.36,21.3,VER,PSNVC,"Platón Sánchez, Ver.",31.2
-96.67,19.04,VER,PTE4CAMINOS,"Puente Cuatro Caminos SGT, Ver.",96.1
-96.8,18.89,VER,PTNVC,"Potrero Nuevo, Ver.",72.04
-95.63,18.72,VER,RALVC,"Radar Alvarado, Ver.",58.1
-96.71,20.16,VER,RAUVC,"El Raudal, Ver.",16.4
-97.81,20.89,VER,SBTVC,"Sombrerete, Ver.",6.26
-96.92,19.58,VER,SEDVC,"Sedeño, Ver.",38.6
-95.13,17.88,VER,SJEVC,"San Juan Evangelista, Ver.",115.21
-97.29,19.7,VER,SNTVC,"Santa Ana PC, Ver.",9.54
-95.03,18.52,VER,SONVC,"Sontecomapan, Ver.",33.9
-95.21,18.45,VER,STXVC,"San Andrés Tuxtla AC, Ver.",109.2
-96.49,19.34,VER,TAMVC,"Tamarindo, Ver.",145
-96.97,19.45,VER,TAPVC,"Tapachapan, Ver.",111.3
-97.13,18.58,VER,TLQVC,"Tlaquilpa, Ver.",141.61
-94.16,17.57,VER,TMOVC,"Tierra Morada, Ver.",47
-98.41,21.5,VER,TMPVC,"Tempoal, Ver.",45.41
-96.92,19.81,VER,TNCVC,"Tenochtitlán, Ver.",26.7
-97.22,19.92,VER,TOMVC,"Tomata, Ver.",144.2
-96.95,19.23,VER,TOTVC,"Totutla, Ver.",204.93
-98.15,21.04,VER,TRRVC,"Terrerillos, Ver.",0
-97.4,20.96,VER,TXPVC,"Observatorio de Tuxpan, Ver.",16.7
-95.42,18.47,VER,TZAVC,"Tres Zapotes, Ver.",130.71
-96.11,19.15,VER,VERVC,"Observatorio de Veracruz, Ver.",237.12
-96.61,19.02,VER,VTEVC,"Villa Tejeda, Ver.",87.01
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",74.21
-96.9,19.54,VER,XCRVC,"Xalapa Cristal, Ver.",63.72
-96.94,19.55,VER,XMGVC,"Xalapa Magisterial, Ver.",10.72
-96.92,19.53,VER,XOBVC,"Observatorio de Xalapa, Ver.",97.32
-96.87,19.51,VER,XOLVC,"Xalapa Olmos, Ver.",97.2
-96.92,19.57,VER,XREVC,"Xalapa Revolución, Ver.",35.2
-96.89,19.56,VER,XSUVC,"Xalapa Sumidero, Ver.",41.9
-96.78,19.86,VER,YECVC,"Yecuatla, Ver.",56.1
-97.39,19.41,VER,ZALVC,"Zalayeta, Ver.",32.2
-89.68,20.65,YUC,ABAYC,"Abalá, Yuc.",23.5
-89.08,20.46,YUC,CANYC,"Cantamayec, Yuc.",72.3
-90.38,20.86,YUC,CELYC,"Celestún SMN, Yuc.",47.4
-89.83,20.75,YUC,CHOYC,"Chocholá, Yuc.",117.5
-89.64,21.03,YUC,CICYC,"Centro de Investigacion Científica, Yuc.",21.3
-89.58,20.98,YUC,EZAYC,"Emiliano Zapata, Yuc.",2.8
-89.68,22.38,YUC,ISLAPEREZmar,"Isla Pérez SEMAR, Yuc.",0
-89.65,20.95,YUC,MEOYC,"Observatorio de Mérida, Yuc.",12.05
-89.44,21.11,YUC,MOCYC,"Mocochá, Yuc.",33.1
-89.29,21.09,YUC,MTOYC,"Motul, Yuc.",57.41
-89.71,20.49,YUC,MUNYC,"Muná, Yuc.",83
-89.39,20.29,YUC,OXKYC,"Oxkutzcab, Yuc.",164.51
-88.93,20.13,YUC,PETYC,"Peto, Yuc.",94.02
-89.65,21.28,YUC,PROYC,"Observatorio de Progreso, Yuc.",30.61
-88.16,21.57,YUC,RILYC,"Río Lagartos SMN, Yuc.",13.6
-89.56,20.4,YUC,TICYC,"Ticul, Yuc.",63.1
-88.17,21.16,YUC,TIZYC,"Tizimín, Yuc.",99.6
-88.2,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",38.6
-103.46,21.81,ZAC,ATGZC,"Atolinga, Zac.",22
-102.9,22,ZAC,CHIZC,"El Chique, Zac.",9.3
-101.39,24.62,ZAC,CORZC,"Concepción del Oro, Zac.",0
-103.1,23.69,ZAC,ELCZC,"El Cazadero, Zac.",11.24
-102.04,22.67,ZAC,ELSZC,"El Saladillo, Zac.",2.51
-103.35,21.65,ZAC,EXCZC,"Miguel Alemán, Zac.",27.01
-102.89,23.17,ZAC,FREZC,"Fresnillo, Zac.",0
-102.51,22.75,ZAC,GPEZC,"Guadalupe, Zac.",2.02
-103.4,24.28,ZAC,JALZC,"Juan Aldama, Zac.",14.34
-103.11,21.4,ZAC,JCHZC,"Juchipila, Zac.",13.2
-103,22.64,ZAC,JERZC,"Jerez, Zac.",5.33
-102.57,22.78,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",0.9
-103.6,22.69,ZAC,LFLZC,"La Florida, Zac.",5.51
-102.66,23,ZAC,LLBZC,"Llano Blanco, Zac.",0.02
-103.38,22.85,ZAC,LOBZC,"Manuel Felgueres, Zac.",2
-101.99,22.26,ZAC,LORZC,"Loreto, Zac.",0
-103.22,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",3.82
-103.44,24.29,ZAC,MGAZC,"Miguel Auza, Zac.",12.01
-103.36,21.21,ZAC,MORZC,"Mezquital del Oro, Zac.",30.5
-102.85,21.36,ZAC,NCTZC,"Nochistlán, Zac.",21.42
-101.4,22.12,ZAC,PINZC,"Pino Suárez, Zac.",2
-102.9,21.71,ZAC,PMOZC,"Los Moraleños, Zac.",8.01
-103.03,23.82,ZAC,RGRZC,"Río Grande, Zac.",15.02
-102.88,24.32,ZAC,SFOZC,"San Francisco, Zac.",2.85
-103.51,24.29,ZAC,SGOZC,"Santiago, Zac.",6.05
-103.64,23.64,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",12.31
-103.5,22.33,ZAC,STEZC,"Independencia Nacional, Zac.",6.72
-103.11,22.92,ZAC,STRZC,"Santa Rosa, Zac.",0.02
-102.86,22.12,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",4.1
-103.88,23.47,ZAC,TCHZC,"Chalchihuites, Zac.",8.5
-103.46,21.47,ZAC,TGOZC,"Teúl de González Ortega, Zac.",33.52
-103.31,21.77,ZAC,TLLZC,"Tlaltenango, Zac.",24.2
-101.72,22.35,ZAC,VHGZC,"Villa Hidalgo, Zac.",16.4
-103.34,21.59,ZAC,VILZC,"José María Morelos, Zac.",29.3
-102.51,22.75,ZAC,ZA2ZC,"Zacatecas SMN, Zac.",1.52
-102.58,22.76,ZAC,ZACZC,"Zacatecas, Zac.",4
